glacier ctd utc-9,glacier ctd WT deg C,datetime,glacier,wolv wt cor fDOM QSE (of +1 data),glacier raw fDOM QSU
8/4/21 6:15,0.49,8/4/21 6:15,0.46,0.37,-0.54
8/4/21 6:30,0.5,8/4/21 6:30,0.47,0.38,-0.53
8/4/21 6:45,0.51,8/4/21 6:45,0.47,0.38,-0.53
8/4/21 7:00,0.54,8/4/21 7:00,0.46,0.37,-0.54
8/4/21 7:15,0.54,8/4/21 7:15,0.46,0.37,-0.54
8/4/21 7:30,0.56,8/4/21 7:30,0.49,0.39,-0.51
8/4/21 7:45,0.58,8/4/21 7:45,0.48,0.39,-0.52
8/4/21 8:00,0.6,8/4/21 8:00,0.47,0.38,-0.53
8/4/21 8:15,0.6,8/4/21 8:15,0.47,0.38,-0.53
8/4/21 8:30,0.62,8/4/21 8:30,0.46,0.37,-0.54
8/4/21 8:45,0.64,8/4/21 8:45,0.51,0.41,-0.49
8/4/21 9:00,0.65,8/4/21 9:00,0.47,0.38,-0.53
8/4/21 9:15,0.69,8/4/21 9:15,0.46,0.37,-0.54
8/4/21 9:30,0.66,8/4/21 9:30,0.46,0.37,-0.54
8/4/21 9:45,0.64,8/4/21 9:45,0.49,0.39,-0.51
8/4/21 10:00,0.67,8/4/21 10:00,0.48,0.39,-0.52
8/4/21 10:15,0.71,8/4/21 10:15,0.46,0.37,-0.54
8/4/21 10:30,0.73,8/4/21 10:30,0.5,0.4,-0.5
8/4/21 10:45,0.72,8/4/21 10:45,0.46,0.37,-0.54
8/4/21 11:00,0.78,8/4/21 11:00,0.46,0.37,-0.54
8/4/21 11:15,0.81,8/4/21 11:15,0.46,0.37,-0.54
8/4/21 11:30,0.79,8/4/21 11:30,0.47,0.38,-0.53
8/4/21 11:45,0.82,8/4/21 11:45,0.47,0.38,-0.53
8/4/21 12:00,0.84,8/4/21 12:00,0.49,0.39,-0.51
8/4/21 12:15,0.82,8/4/21 12:15,0.46,0.37,-0.54
8/4/21 12:30,0.82,8/4/21 12:30,0.47,0.38,-0.53
8/4/21 12:45,0.8,8/4/21 12:45,0.51,0.41,-0.49
8/4/21 13:00,0.79,8/4/21 13:00,0.51,0.41,-0.49
8/4/21 13:15,0.82,8/4/21 13:15,0.49,0.39,-0.51
8/4/21 13:30,0.84,8/4/21 13:30,0.48,0.39,-0.52
8/4/21 13:45,0.87,8/4/21 13:45,0.46,0.37,-0.54
8/4/21 14:00,0.93,8/4/21 14:00,0.48,0.39,-0.52
8/4/21 14:15,0.9,8/4/21 14:15,0.47,0.38,-0.53
8/4/21 14:30,0.88,8/4/21 14:30,0.46,0.37,-0.54
8/4/21 14:45,0.81,8/4/21 14:45,0.46,0.37,-0.54
8/4/21 15:00,0.77,8/4/21 15:00,0.49,0.39,-0.51
8/4/21 15:15,0.85,8/4/21 15:15,0.5,0.4,-0.5
8/4/21 15:30,0.82,8/4/21 15:30,0.45,0.36,-0.55
8/4/21 15:45,0.75,8/4/21 15:45,0.47,0.38,-0.53
8/4/21 16:00,0.79,8/4/21 16:00,0.47,0.38,-0.53
8/4/21 16:15,0.79,8/4/21 16:15,0.45,0.36,-0.55
8/4/21 16:30,0.8,8/4/21 16:30,0.45,0.36,-0.55
8/4/21 16:45,0.74,8/4/21 16:45,0.46,0.37,-0.54
8/4/21 17:00,0.73,8/4/21 17:00,0.46,0.37,-0.54
8/4/21 17:15,0.72,8/4/21 17:15,0.51,0.41,-0.49
8/4/21 17:30,0.69,8/4/21 17:30,0.46,0.37,-0.54
8/4/21 17:45,0.62,8/4/21 17:45,0.45,0.36,-0.55
8/4/21 18:00,0.54,8/4/21 18:00,0.51,0.41,-0.49
8/4/21 18:15,0.5,8/4/21 18:15,0.43,0.35,-0.57
8/4/21 18:30,0.46,8/4/21 18:30,0.48,0.39,-0.52
8/4/21 18:45,0.43,8/4/21 18:45,0.46,0.37,-0.54
8/4/21 19:00,0.38,8/4/21 19:00,0.48,0.39,-0.52
8/4/21 19:15,0.36,8/4/21 19:15,0.44,0.35,-0.56
8/4/21 19:30,0.35,8/4/21 19:30,0.47,0.38,-0.53
8/4/21 19:45,0.33,8/4/21 19:45,0.42,0.34,-0.58
8/4/21 20:00,0.31,8/4/21 20:00,0.45,0.36,-0.55
8/4/21 20:15,0.31,8/4/21 20:15,0.43,0.34,-0.57
8/4/21 20:30,0.29,8/4/21 20:30,0.46,0.37,-0.54
8/4/21 20:45,0.28,8/4/21 20:45,0.44,0.35,-0.56
8/4/21 21:00,0.27,8/4/21 21:00,0.46,0.37,-0.54
8/4/21 21:15,0.26,8/4/21 21:15,0.45,0.36,-0.55
8/4/21 21:30,0.26,8/4/21 21:30,0.45,0.36,-0.55
8/4/21 21:45,0.26,8/4/21 21:45,0.47,0.38,-0.53
8/4/21 22:00,0.25,8/4/21 22:00,0.48,0.38,-0.52
8/4/21 22:15,0.24,8/4/21 22:15,0.51,0.41,-0.49
8/4/21 22:30,0.24,8/4/21 22:30,0.49,0.39,-0.51
8/4/21 22:45,0.24,8/4/21 22:45,0.47,0.38,-0.53
8/4/21 23:00,0.24,8/4/21 23:00,0.45,0.36,-0.55
8/4/21 23:15,0.23,8/4/21 23:15,0.47,0.38,-0.53
8/4/21 23:30,0.23,8/4/21 23:30,0.47,0.38,-0.53
8/4/21 23:45,0.22,8/4/21 23:45,0.5,0.4,-0.5
8/5/21 0:00,0.22,8/5/21 0:00,0.44,0.35,-0.56
8/5/21 0:15,0.23,8/5/21 0:15,0.48,0.38,-0.52
8/5/21 0:30,0.25,8/5/21 0:30,0.45,0.36,-0.55
8/5/21 0:45,0.24,8/5/21 0:45,0.51,0.41,-0.49
8/5/21 1:00,0.25,8/5/21 1:00,0.49,0.39,-0.51
8/5/21 1:15,0.27,8/5/21 1:15,0.49,0.39,-0.51
8/5/21 1:30,0.28,8/5/21 1:30,0.48,0.38,-0.52
8/5/21 1:45,0.29,8/5/21 1:45,0.49,0.39,-0.51
8/5/21 2:00,0.29,8/5/21 2:00,0.51,0.41,-0.49
8/5/21 2:15,0.29,8/5/21 2:15,0.49,0.39,-0.51
8/5/21 2:30,0.3,8/5/21 2:30,0.48,0.38,-0.52
8/5/21 2:45,0.29,8/5/21 2:45,0.47,0.38,-0.53
8/5/21 3:00,0.3,8/5/21 3:00,0.51,0.41,-0.49
8/5/21 3:15,0.31,8/5/21 3:15,0.47,0.38,-0.53
8/5/21 3:30,0.32,8/5/21 3:30,0.49,0.39,-0.51
8/5/21 3:45,0.33,8/5/21 3:45,0.49,0.39,-0.51
8/5/21 4:00,0.32,8/5/21 4:00,0.46,0.37,-0.54
8/5/21 4:15,0.33,8/5/21 4:15,0.49,0.39,-0.51
8/5/21 4:30,0.33,8/5/21 4:30,0.47,0.38,-0.53
8/5/21 4:45,0.35,8/5/21 4:45,0.46,0.37,-0.54
8/5/21 5:00,0.34,8/5/21 5:00,0.47,0.38,-0.53
8/5/21 5:15,0.35,8/5/21 5:15,0.49,0.39,-0.51
8/5/21 5:30,0.37,8/5/21 5:30,0.48,0.39,-0.52
8/5/21 5:45,0.37,8/5/21 5:45,0.51,0.41,-0.49
8/5/21 6:00,0.38,8/5/21 6:00,0.49,0.39,-0.51
8/5/21 6:15,0.39,8/5/21 6:15,0.5,0.4,-0.5
8/5/21 6:30,0.42,8/5/21 6:30,0.45,0.36,-0.55
8/5/21 6:45,0.45,8/5/21 6:45,0.45,0.36,-0.55
8/5/21 7:00,0.47,8/5/21 7:00,0.49,0.39,-0.51
8/5/21 7:15,0.47,8/5/21 7:15,0.53,0.43,-0.47
8/5/21 7:30,0.52,8/5/21 7:30,0.52,0.42,-0.48
8/5/21 7:45,0.52,8/5/21 7:45,0.52,0.42,-0.48
8/5/21 8:00,0.56,8/5/21 8:00,0.5,0.4,-0.5
8/5/21 8:15,0.54,8/5/21 8:15,0.46,0.37,-0.54
8/5/21 8:30,0.52,8/5/21 8:30,0.5,0.4,-0.5
8/5/21 8:45,0.58,8/5/21 8:45,0.53,0.43,-0.47
8/5/21 9:00,0.59,8/5/21 9:00,0.48,0.39,-0.52
8/5/21 9:15,0.61,8/5/21 9:15,0.48,0.39,-0.52
8/5/21 9:30,0.61,8/5/21 9:30,0.46,0.37,-0.54
8/5/21 9:45,0.61,8/5/21 9:45,0.52,0.42,-0.48
8/5/21 10:00,0.66,8/5/21 10:00,0.47,0.38,-0.53
8/5/21 10:15,0.66,8/5/21 10:15,0.47,0.38,-0.53
8/5/21 10:30,0.67,8/5/21 10:30,0.49,0.39,-0.51
8/5/21 10:45,0.68,8/5/21 10:45,0.48,0.39,-0.52
8/5/21 11:00,0.7,8/5/21 11:00,0.48,0.39,-0.52
8/5/21 11:15,0.72,8/5/21 11:15,0.52,0.42,-0.48
8/5/21 11:30,0.72,8/5/21 11:30,0.5,0.4,-0.5
8/5/21 11:45,0.78,8/5/21 11:45,0.45,0.36,-0.55
8/5/21 12:00,0.82,8/5/21 12:00,0.47,0.38,-0.53
8/5/21 12:15,0.85,8/5/21 12:15,0.47,0.38,-0.53
8/5/21 12:30,0.86,8/5/21 12:30,0.44,0.35,-0.56
8/5/21 12:45,0.89,8/5/21 12:45,0.44,0.35,-0.56
8/5/21 13:00,0.86,8/5/21 13:00,0.47,0.38,-0.53
8/5/21 13:15,0.95,8/5/21 13:15,0.52,0.42,-0.48
8/5/21 13:30,0.85,8/5/21 13:30,0.5,0.4,-0.5
8/5/21 13:45,0.89,8/5/21 13:45,0.48,0.39,-0.52
8/5/21 14:00,0.91,8/5/21 14:00,0.49,0.39,-0.51
8/5/21 14:15,0.96,8/5/21 14:15,0.45,0.36,-0.55
8/5/21 14:30,1.02,8/5/21 14:30,0.38,0.31,-0.62
8/5/21 14:45,0.98,8/5/21 14:45,0.5,0.4,-0.5
8/5/21 15:00,0.99,8/5/21 15:00,0.49,0.4,-0.51
8/5/21 15:15,0.97,8/5/21 15:15,0.46,0.37,-0.54
8/5/21 15:30,0.88,8/5/21 15:30,0.47,0.38,-0.53
8/5/21 15:45,0.85,8/5/21 15:45,0.5,0.4,-0.5
8/5/21 16:00,0.83,8/5/21 16:00,0.46,0.37,-0.54
8/5/21 16:15,0.83,8/5/21 16:15,0.48,0.39,-0.52
8/5/21 16:30,0.78,8/5/21 16:30,0.42,0.34,-0.58
8/5/21 16:45,0.68,8/5/21 16:45,0.44,0.35,-0.56
8/5/21 17:00,0.68,8/5/21 17:00,0.45,0.36,-0.55
8/5/21 17:15,0.67,8/5/21 17:15,0.44,0.35,-0.56
8/5/21 17:30,0.64,8/5/21 17:30,0.46,0.37,-0.54
8/5/21 17:45,0.6,8/5/21 17:45,0.44,0.35,-0.56
8/5/21 18:00,0.54,8/5/21 18:00,0.47,0.38,-0.53
8/5/21 18:15,0.51,8/5/21 18:15,0.41,0.33,-0.59
8/5/21 18:30,0.5,8/5/21 18:30,0.45,0.36,-0.55
8/5/21 18:45,0.47,8/5/21 18:45,0.44,0.35,-0.56
8/5/21 19:00,0.43,8/5/21 19:00,0.46,0.37,-0.54
8/5/21 19:15,0.42,8/5/21 19:15,0.46,0.37,-0.54
8/5/21 19:30,0.42,8/5/21 19:30,0.46,0.37,-0.54
8/5/21 19:45,0.4,8/5/21 19:45,0.47,0.38,-0.53
8/5/21 20:00,0.38,8/5/21 20:00,0.46,0.37,-0.54
8/5/21 20:15,0.38,8/5/21 20:15,0.43,0.35,-0.57
8/5/21 20:30,0.38,8/5/21 20:30,0.46,0.37,-0.54
8/5/21 20:45,0.36,8/5/21 20:45,0.46,0.37,-0.54
8/5/21 21:00,0.37,8/5/21 21:00,0.45,0.36,-0.55
8/5/21 21:15,0.37,8/5/21 21:15,0.47,0.38,-0.53
8/5/21 21:30,0.37,8/5/21 21:30,0.45,0.36,-0.55
8/5/21 21:45,0.35,8/5/21 21:45,0.43,0.34,-0.57
8/5/21 22:00,0.36,8/5/21 22:00,0.51,0.41,-0.49
8/5/21 22:15,0.35,8/5/21 22:15,0.45,0.36,-0.55
8/5/21 22:30,0.36,8/5/21 22:30,0.46,0.37,-0.54
8/5/21 22:45,0.36,8/5/21 22:45,0.44,0.35,-0.56
8/5/21 23:00,0.35,8/5/21 23:00,0.47,0.38,-0.53
8/5/21 23:15,0.35,8/5/21 23:15,0.45,0.36,-0.55
8/5/21 23:30,0.34,8/5/21 23:30,0.45,0.36,-0.55
8/5/21 23:45,0.34,8/5/21 23:45,0.46,0.37,-0.54
8/6/21 0:00,0.31,8/6/21 0:00,0.46,0.37,-0.54
8/6/21 0:15,0.3,8/6/21 0:15,0.49,0.39,-0.51
8/6/21 0:30,0.31,8/6/21 0:30,0.45,0.36,-0.55
8/6/21 0:45,0.29,8/6/21 0:45,0.45,0.36,-0.55
8/6/21 1:00,0.28,8/6/21 1:00,0.48,0.38,-0.52
8/6/21 1:15,0.28,8/6/21 1:15,0.48,0.38,-0.52
8/6/21 1:30,0.29,8/6/21 1:30,0.49,0.39,-0.51
8/6/21 1:45,0.31,8/6/21 1:45,0.46,0.37,-0.54
8/6/21 2:00,0.31,8/6/21 2:00,0.5,0.4,-0.5
8/6/21 2:15,0.31,8/6/21 2:15,0.44,0.35,-0.56
8/6/21 2:30,0.36,8/6/21 2:30,0.46,0.37,-0.54
8/6/21 2:45,0.36,8/6/21 2:45,0.49,0.39,-0.51
8/6/21 3:00,0.37,8/6/21 3:00,0.49,0.39,-0.51
8/6/21 3:15,0.36,8/6/21 3:15,0.47,0.38,-0.53
8/6/21 3:30,0.36,8/6/21 3:30,0.49,0.39,-0.51
8/6/21 3:45,0.4,8/6/21 3:45,0.48,0.39,-0.52
8/6/21 4:00,0.4,8/6/21 4:00,0.47,0.38,-0.53
8/6/21 4:15,0.36,8/6/21 4:15,0.46,0.37,-0.54
8/6/21 4:30,0.36,8/6/21 4:30,0.5,0.4,-0.5
8/6/21 4:45,0.34,8/6/21 4:45,0.46,0.37,-0.54
8/6/21 5:00,0.36,8/6/21 5:00,0.5,0.4,-0.5
8/6/21 5:15,0.38,8/6/21 5:15,0.47,0.38,-0.53
8/6/21 5:30,0.37,8/6/21 5:30,0.49,0.39,-0.51
8/6/21 5:45,0.4,8/6/21 5:45,0.46,0.37,-0.54
8/6/21 6:00,0.43,8/6/21 6:00,0.47,0.38,-0.53
8/6/21 6:15,0.45,8/6/21 6:15,0.45,0.36,-0.55
8/6/21 6:30,0.46,8/6/21 6:30,0.47,0.38,-0.53
8/6/21 6:45,0.47,8/6/21 6:45,0.49,0.39,-0.51
8/6/21 7:00,0.46,8/6/21 7:00,0.48,0.39,-0.52
8/6/21 7:15,0.51,8/6/21 7:15,0.48,0.39,-0.52
8/6/21 7:30,0.59,8/6/21 7:30,0.45,0.36,-0.55
8/6/21 7:45,0.63,8/6/21 7:45,0.46,0.37,-0.54
8/6/21 8:00,0.63,8/6/21 8:00,0.45,0.36,-0.55
8/6/21 8:15,0.62,8/6/21 8:15,0.5,0.4,-0.5
8/6/21 8:30,0.6,8/6/21 8:30,0.47,0.38,-0.53
8/6/21 8:45,0.67,8/6/21 8:45,0.46,0.37,-0.54
8/6/21 9:00,0.67,8/6/21 9:00,0.44,0.35,-0.56
8/6/21 9:15,0.79,8/6/21 9:15,0.44,0.35,-0.56
8/6/21 9:30,0.8,8/6/21 9:30,0.44,0.35,-0.56
8/6/21 9:45,0.72,8/6/21 9:45,0.46,0.37,-0.54
8/6/21 10:00,0.71,8/6/21 10:00,0.47,0.38,-0.53
8/6/21 10:15,0.79,8/6/21 10:15,0.48,0.39,-0.52
8/6/21 10:30,0.87,8/6/21 10:30,0.48,0.39,-0.52
8/6/21 10:45,0.93,8/6/21 10:45,0.43,0.35,-0.57
8/6/21 11:00,0.91,8/6/21 11:00,0.45,0.36,-0.55
8/6/21 11:15,0.91,8/6/21 11:15,0.49,0.39,-0.51
8/6/21 11:30,0.92,8/6/21 11:30,0.47,0.38,-0.53
8/6/21 11:45,0.99,8/6/21 11:45,0.49,0.4,-0.51
8/6/21 12:00,1.02,8/6/21 12:00,0.51,0.41,-0.49
8/6/21 12:15,1.02,8/6/21 12:15,0.45,0.36,-0.55
8/6/21 12:30,0.98,8/6/21 12:30,0.43,0.35,-0.57
8/6/21 12:45,1.03,8/6/21 12:45,0.49,0.4,-0.51
8/6/21 13:00,1.04,8/6/21 13:00,0.46,0.37,-0.54
8/6/21 13:15,1,8/6/21 13:15,0.45,0.36,-0.55
8/6/21 13:30,1.01,8/6/21 13:30,0.51,0.41,-0.49
8/6/21 13:45,1.05,8/6/21 13:45,0.44,0.35,-0.56
8/6/21 14:00,1.08,8/6/21 14:00,0.46,0.37,-0.54
8/6/21 14:15,1.09,8/6/21 14:15,0.45,0.36,-0.55
8/6/21 14:30,1.05,8/6/21 14:30,0.43,0.35,-0.57
8/6/21 14:45,0.99,8/6/21 14:45,0.42,0.34,-0.58
8/6/21 15:00,0.88,8/6/21 15:00,0.43,0.35,-0.57
8/6/21 15:15,0.93,8/6/21 15:15,0.37,0.3,-0.63
8/6/21 15:30,0.88,8/6/21 15:30,0.43,0.35,-0.57
8/6/21 15:45,0.85,8/6/21 15:45,0.41,0.33,-0.59
8/6/21 16:00,0.84,8/6/21 16:00,0.44,0.35,-0.56
8/6/21 16:15,0.82,8/6/21 16:15,0.4,0.32,-0.6
8/6/21 16:30,0.82,8/6/21 16:30,0.4,0.32,-0.6
8/6/21 16:45,0.78,8/6/21 16:45,0.42,0.34,-0.58
8/6/21 17:00,0.75,8/6/21 17:00,0.42,0.34,-0.58
8/6/21 17:15,0.68,8/6/21 17:15,0.42,0.34,-0.58
8/6/21 17:30,0.68,8/6/21 17:30,0.4,0.32,-0.6
8/6/21 17:45,0.68,8/6/21 17:45,0.42,0.34,-0.58
8/6/21 18:00,0.66,8/6/21 18:00,0.42,0.34,-0.58
8/6/21 18:15,0.6,8/6/21 18:15,0.45,0.36,-0.55
8/6/21 18:30,0.59,8/6/21 18:30,0.43,0.35,-0.57
8/6/21 18:45,0.6,8/6/21 18:45,0.44,0.35,-0.56
8/6/21 19:00,0.58,8/6/21 19:00,0.46,0.37,-0.54
8/6/21 19:15,0.56,8/6/21 19:15,0.44,0.35,-0.56
8/6/21 19:30,0.53,8/6/21 19:30,0.43,0.35,-0.57
8/6/21 19:45,0.49,8/6/21 19:45,0.48,0.39,-0.52
8/6/21 20:00,0.47,8/6/21 20:00,0.43,0.35,-0.57
8/6/21 20:15,0.47,8/6/21 20:15,0.43,0.35,-0.57
8/6/21 20:30,0.47,8/6/21 20:30,0.44,0.35,-0.56
8/6/21 20:45,0.45,8/6/21 20:45,0.44,0.35,-0.56
8/6/21 21:00,0.44,8/6/21 21:00,0.44,0.35,-0.56
8/6/21 21:15,0.43,8/6/21 21:15,0.45,0.36,-0.55
8/6/21 21:30,0.41,8/6/21 21:30,0.43,0.35,-0.57
8/6/21 21:45,0.41,8/6/21 21:45,0.43,0.35,-0.57
8/6/21 22:00,0.4,8/6/21 22:00,0.42,0.34,-0.58
8/6/21 22:15,0.38,8/6/21 22:15,0.44,0.35,-0.56
8/6/21 22:30,0.37,8/6/21 22:30,0.47,0.38,-0.53
8/6/21 22:45,0.35,8/6/21 22:45,0.44,0.35,-0.56
8/6/21 23:00,0.34,8/6/21 23:00,0.44,0.35,-0.56
8/6/21 23:15,0.34,8/6/21 23:15,0.44,0.35,-0.56
8/6/21 23:30,0.34,8/6/21 23:30,0.43,0.34,-0.57
8/6/21 23:45,0.35,8/6/21 23:45,0.45,0.36,-0.55
8/7/21 0:00,0.35,8/7/21 0:00,0.4,0.32,-0.6
8/7/21 0:15,0.35,8/7/21 0:15,0.4,0.32,-0.6
8/7/21 0:30,0.36,8/7/21 0:30,0.49,0.39,-0.51
8/7/21 0:45,0.38,8/7/21 0:45,0.41,0.33,-0.59
8/7/21 1:00,0.4,8/7/21 1:00,0.47,0.38,-0.53
8/7/21 1:15,0.4,8/7/21 1:15,0.48,0.39,-0.52
8/7/21 1:30,0.39,8/7/21 1:30,0.45,0.36,-0.55
8/7/21 1:45,0.39,8/7/21 1:45,0.47,0.38,-0.53
8/7/21 2:00,0.38,8/7/21 2:00,0.44,0.35,-0.56
8/7/21 2:15,0.38,8/7/21 2:15,0.45,0.36,-0.55
8/7/21 2:30,0.37,8/7/21 2:30,0.46,0.37,-0.54
8/7/21 2:45,0.37,8/7/21 2:45,0.46,0.37,-0.54
8/7/21 3:00,0.37,8/7/21 3:00,0.46,0.37,-0.54
8/7/21 3:15,0.36,8/7/21 3:15,0.45,0.36,-0.55
8/7/21 3:30,0.38,8/7/21 3:30,0.45,0.36,-0.55
8/7/21 3:45,0.4,8/7/21 3:45,0.44,0.35,-0.56
8/7/21 4:00,0.4,8/7/21 4:00,0.43,0.35,-0.57
8/7/21 4:15,0.39,8/7/21 4:15,0.46,0.37,-0.54
8/7/21 4:30,0.4,8/7/21 4:30,0.46,0.37,-0.54
8/7/21 4:45,0.39,8/7/21 4:45,0.45,0.36,-0.55
8/7/21 5:00,0.38,8/7/21 5:00,0.44,0.35,-0.56
8/7/21 5:15,0.39,8/7/21 5:15,0.45,0.36,-0.55
8/7/21 5:30,0.4,8/7/21 5:30,0.45,0.36,-0.55
8/7/21 5:45,0.41,8/7/21 5:45,0.44,0.35,-0.56
8/7/21 6:00,0.42,8/7/21 6:00,0.44,0.35,-0.56
8/7/21 6:15,0.43,8/7/21 6:15,0.42,0.34,-0.58
8/7/21 6:30,0.42,8/7/21 6:30,0.43,0.35,-0.57
8/7/21 6:45,0.44,8/7/21 6:45,0.43,0.35,-0.57
8/7/21 7:00,0.47,8/7/21 7:00,0.47,0.38,-0.53
8/7/21 7:15,0.52,8/7/21 7:15,0.45,0.36,-0.55
8/7/21 7:30,0.5,8/7/21 7:30,0.45,0.36,-0.55
8/7/21 7:45,0.67,8/7/21 7:45,0.46,0.37,-0.54
8/7/21 8:00,0.61,8/7/21 8:00,0.43,0.35,-0.57
8/7/21 8:15,0.63,8/7/21 8:15,0.44,0.35,-0.56
8/7/21 8:30,0.7,8/7/21 8:30,0.48,0.39,-0.52
8/7/21 8:45,0.73,8/7/21 8:45,0.46,0.37,-0.54
8/7/21 9:00,0.78,8/7/21 9:00,0.42,0.34,-0.58
8/7/21 9:15,0.81,8/7/21 9:15,0.45,0.36,-0.55
8/7/21 9:30,0.82,8/7/21 9:30,0.46,0.37,-0.54
8/7/21 9:45,0.84,8/7/21 9:45,0.45,0.36,-0.55
8/7/21 10:00,0.88,8/7/21 10:00,0.45,0.36,-0.55
8/7/21 10:15,0.89,8/7/21 10:15,0.42,0.34,-0.58
8/7/21 10:30,0.92,8/7/21 10:30,0.45,0.36,-0.55
8/7/21 10:45,1.05,8/7/21 10:45,0.44,0.35,-0.56
8/7/21 11:00,1.1,8/7/21 11:00,0.4,0.32,-0.6
8/7/21 11:15,1.05,8/7/21 11:15,0.46,0.37,-0.54
8/7/21 11:30,1.07,8/7/21 11:30,0.47,0.38,-0.53
8/7/21 11:45,0.97,8/7/21 11:45,0.45,0.36,-0.55
8/7/21 12:00,0.92,8/7/21 12:00,0.4,0.32,-0.6
8/7/21 12:15,0.86,8/7/21 12:15,0.47,0.38,-0.53
8/7/21 12:30,0.84,8/7/21 12:30,0.46,0.37,-0.54
8/7/21 12:45,0.85,8/7/21 12:45,0.44,0.35,-0.56
8/7/21 13:00,0.84,8/7/21 13:00,0.43,0.35,-0.57
8/7/21 13:15,0.88,8/7/21 13:15,0.49,0.39,-0.51
8/7/21 13:30,0.89,8/7/21 13:30,0.42,0.34,-0.58
8/7/21 13:45,0.86,8/7/21 13:45,0.47,0.38,-0.53
8/7/21 14:00,0.8,8/7/21 14:00,0.42,0.34,-0.58
8/7/21 14:15,0.77,8/7/21 14:15,0.43,0.35,-0.57
8/7/21 14:30,0.76,8/7/21 14:30,0.45,0.36,-0.55
8/7/21 14:45,0.76,8/7/21 14:45,0.47,0.38,-0.53
8/7/21 15:00,0.74,8/7/21 15:00,0.46,0.37,-0.54
8/7/21 15:15,0.74,8/7/21 15:15,0.41,0.33,-0.59
8/7/21 15:30,0.78,8/7/21 15:30,0.48,0.39,-0.52
8/7/21 15:45,0.83,8/7/21 15:45,0.47,0.38,-0.53
8/7/21 16:00,0.85,8/7/21 16:00,0.43,0.35,-0.57
8/7/21 16:15,0.81,8/7/21 16:15,0.46,0.37,-0.54
8/7/21 16:30,0.86,8/7/21 16:30,0.45,0.36,-0.55
8/7/21 16:45,0.92,8/7/21 16:45,0.46,0.37,-0.54
8/7/21 17:00,1.02,8/7/21 17:00,0.42,0.34,-0.58
8/7/21 17:15,0.81,8/7/21 17:15,0.46,0.37,-0.54
8/7/21 17:30,0.75,8/7/21 17:30,0.48,0.39,-0.52
8/7/21 17:45,0.74,8/7/21 17:45,0.45,0.36,-0.55
8/7/21 18:00,0.76,8/7/21 18:00,0.5,0.4,-0.5
8/7/21 18:15,0.78,8/7/21 18:15,0.46,0.37,-0.54
8/7/21 18:30,0.77,8/7/21 18:30,0.43,0.35,-0.57
8/7/21 18:45,0.8,8/7/21 18:45,0.41,0.33,-0.59
8/7/21 19:00,0.73,8/7/21 19:00,0.47,0.38,-0.53
8/7/21 19:15,0.69,8/7/21 19:15,0.43,0.35,-0.57
8/7/21 19:30,0.67,8/7/21 19:30,0.43,0.35,-0.57
8/7/21 19:45,0.65,8/7/21 19:45,0.45,0.36,-0.55
8/7/21 20:00,0.67,8/7/21 20:00,0.46,0.37,-0.54
8/7/21 20:15,0.64,8/7/21 20:15,0.43,0.35,-0.57
8/7/21 20:30,0.63,8/7/21 20:30,0.47,0.38,-0.53
8/7/21 20:45,0.63,8/7/21 20:45,0.45,0.36,-0.55
8/7/21 21:00,0.61,8/7/21 21:00,0.47,0.38,-0.53
8/7/21 21:15,0.6,8/7/21 21:15,0.46,0.37,-0.54
8/7/21 21:30,0.59,8/7/21 21:30,0.44,0.35,-0.56
8/7/21 21:45,0.57,8/7/21 21:45,0.46,0.37,-0.54
8/7/21 22:00,0.57,8/7/21 22:00,0.5,0.4,-0.5
8/7/21 22:15,0.56,8/7/21 22:15,0.48,0.39,-0.52
8/7/21 22:30,0.55,8/7/21 22:30,0.46,0.37,-0.54
8/7/21 22:45,0.54,8/7/21 22:45,0.45,0.36,-0.55
8/7/21 23:00,0.53,8/7/21 23:00,0.48,0.39,-0.52
8/7/21 23:15,0.53,8/7/21 23:15,0.48,0.39,-0.52
8/7/21 23:30,0.52,8/7/21 23:30,0.49,0.39,-0.51
8/7/21 23:45,0.53,8/7/21 23:45,0.48,0.39,-0.52
8/8/21 0:00,0.54,8/8/21 0:00,0.46,0.37,-0.54
8/8/21 0:15,0.54,8/8/21 0:15,0.47,0.38,-0.53
8/8/21 0:30,0.53,8/8/21 0:30,0.46,0.37,-0.54
8/8/21 0:45,0.52,8/8/21 0:45,0.45,0.36,-0.55
8/8/21 1:00,0.51,8/8/21 1:00,0.43,0.35,-0.57
8/8/21 1:15,0.51,8/8/21 1:15,0.5,0.4,-0.5
8/8/21 1:30,0.51,8/8/21 1:30,0.47,0.38,-0.53
8/8/21 1:45,0.51,8/8/21 1:45,0.5,0.4,-0.5
8/8/21 2:00,0.49,8/8/21 2:00,0.45,0.36,-0.55
8/8/21 2:15,0.49,8/8/21 2:15,0.46,0.37,-0.54
8/8/21 2:30,0.51,8/8/21 2:30,0.47,0.38,-0.53
8/8/21 2:45,0.51,8/8/21 2:45,0.49,0.39,-0.51
8/8/21 3:00,0.51,8/8/21 3:00,0.48,0.39,-0.52
8/8/21 3:15,0.51,8/8/21 3:15,0.49,0.39,-0.51
8/8/21 3:30,0.52,8/8/21 3:30,0.5,0.4,-0.5
8/8/21 3:45,0.52,8/8/21 3:45,0.5,0.4,-0.5
8/8/21 4:00,0.53,8/8/21 4:00,0.46,0.37,-0.54
