SampleID,Site,Datetime,doy,yearS,Temperature,DO_mgl,DO_perctsat,SpC_field,pH_field,pH_lab,ANC_H,ANC_CACO3,SpC_lab,Fl,Chloride,Br,Nitrate,Phosphate_P,Sulfate,Ammonium_N,Nitrate_plus_Nitrite_N,TP,TN,P_PO4,Al,Ca,Fe,K,Mg,Mn,Na,Si,Sr,DOC,FInew,Abs254,FDOM_lab,HIX,SlopeRatio,pnum,pdenom,Fmax370,MaxFluor313,T280,FAem,FAex,HAem,HAex,Beta1,Alpha,Freshness_Index,d2H,d18O,d17O,F_Modern,Fm_Err,Age,Age_Err,d13C,d13C_Source,D14C,DOC_Conc,Fluoresence_Index,Peak_370,TDS,Turbidity,As,Ba,Cr,Cu,Mo,Ni,Pb,Sb,Se,V,Zn
WG0137,forest,2021-07-02T01:30:00Z,182,2021,8.1,11.9,NA,35.6,7.46,6.113,326.03687,16.3164,35.51,0.011793,0.400883,0.005,0.01,0.015,1.669361,NA,NA,NA,NA,0.002141,0.012958,6.620208,0,0.25,0.223128,0.005,0.463366,0.920698,0.040265,0.72,1.26,0.1,2.91,0.56,1.09,-0.02,-0.02,0.1,0.12,0.04,458,300,454,240,0.02,0.06,0.36,-110.2,-15.21,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0138,nellie_juan,2021-07-02T02:10:00Z,182,2021,7.2,13.6,NA,40.1,7.48,6.096,264.02794,13.2132,38.72,0.012173,0.385584,0.005,0.02,0.015,5.077154,NA,NA,NA,NA,0.001755,0.005,6.856719,0,0.25,0.365675,0.005,0.432741,0.506504,0.041041,0.25,1.25,0.01,0.77,0.82,1.15,-0.02,-0.02,0.04,0.08,0.01,442,300,434,240,0,0.01,0.42,-122.07,-16.82,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0146,precip_stream_gauge,2021-09-07T20:00:00Z,250,2021,NA,NA,NA,4.4,NA,5.306,5.44218,0.2724,4.55,0,0.152839,0.053391,0.01,0.015,0.232761,0,0,0,0.025,0.00228,0.005,0.058083,0,0,0.025,0.005,0.05,0,0.005,3.32,1.73,0.12,1.35,0.42,2.79,-0.05,-0.02,0.27,0.38,0.03,414,300,408,240,0.02,0.05,0.38,-132.82,-17.19,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0147,precip_wx990,2021-09-07T20:00:00Z,250,2021,9.6,NA,NA,6.3,NA,4.971,-5.2362,-0.262,6.42,0.020285,0.313124,0.052751,0.05,0.015,0.349133,0.005,0.036192,0.025,0.076263,5e-4,0.005,0.025,0.025,0,0.025,0.005,0.05,0,0.005,1.93,1.28,0.08,0.3,0.55,0.91,-0.04,-0.04,0,0.08,0.01,415,300,421,240,0.03,0.1,0.36,-121.01,-16.32,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0147_replicate,precip_wx990,2021-09-07T20:00:00Z,250,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.134798,0.0547,0.05,0.015,0.355784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0148,precip_tundra,2021-09-07T20:00:00Z,250,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0141,nellie_juan,2021-09-07T20:05:00Z,250,2021,NA,NA,NA,NA,NA,6.086,264.10704,13.2171,41.75,0.005,0.251507,0,0.01,0.015,6.973896,0,0.002497,0.025,0.025,0.001956,0.005,8.194023,0,0.25,0.466643,0.005,0.440443,0.501214,0.051174,0.25,1.4,0.01,0.53,0.83,1.05,-0.02,-0.02,0.3,0.56,0,436,315,456,240,0,0.01,0.41,-120.06,-16.33,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0142,forest,2021-09-07T22:10:00Z,250,2021,NA,NA,NA,NA,NA,6.496,560.98131,28.0741,59.27,0.011881,0.526797,0.046999,0.01,0.015,2.472534,0,0,0.025,0.025,0.002595,0.020906,11.925385,0,0.25,0.412513,0.005,0.824373,1.587409,0.073929,1.22,1.34,0.07,7.13,0.91,NA,-0.02,NA,0.23,0.31,0.03,444,320,441,240,0.03,0.09,0.4,-111.76,-15.27,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0143,shrub_creek,2021-09-08T00:01:00Z,250,2021,9.6,10.9,NA,60,7.6,6.875,518.05158,25.9257,61.16,0.005,0.149635,0.043756,0.01,0.015,4.297097,0,0.014199,0.025,0.025,0.003868,0.005,12.200477,0,0,0.260669,0,0.575317,1.273158,0.06456,0.71,1.47,0.08,4.35,0.93,0.81,-0.02,-0.02,0.17,0.33,0.02,452,322.5,434,240,0.03,0.06,0.46,-123.06,-16.08,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0143_replicate,shrub_creek,2021-09-08T00:01:00Z,250,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014534,NA,NA,NA,0.005,12.129118,0,0,0.257755,0,0.572338,1.285229,0.063939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0144,stream_gauge,2021-09-08T01:00:00Z,250,2021,1.8,14.3,NA,26.6,7.17,5.954,78.7472,3.9409,13.62,0,0.086564,0.049587,0.01,0.015,4.214425,0,0,0.025,0.025,0.001418,0.005,4.387128,0,0.25,0.20509,0.005,0.157365,0.142485,0.02355,0.25,1.56,0.01,0.33,0.51,1.43,-0.02,-0.01,1.05,1.41,0.01,414,300,421,240,0,0,0.71,-124.62,-16.96,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0145,glacier_2,2021-09-08T18:40:00Z,251,2021,0.9,12.4,NA,20.6,7.2,5.996,162.28956,8.1217,20.99,0,0.035092,0.048228,0.01,0.015,1.877347,0,0,0.025,0.025,NA,0.005,3.994859,0,0,0.100822,0.005,0.11032,0.268446,0.016744,0.25,1.27,0.01,0.19,0.55,1.38,-0.02,-0.01,0.88,1.08,0.01,438,325,434,240,0,0,0.49,-123.83,-16.6,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0105,glacier_2,2021-09-11T03:05:00Z,253,2021,2.5,12.5,NA,41.1,7.61,5.821,311.30723,15.5792,37.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,7.139361,0.025,0.25,0.204586,0.005,0.327791,0.528117,0.035025,0.25,1.67,0.04,5.06,0.27,10.9,-0.01,0,2.63,3.72,0.33,402,315,428,240,0.05,0.05,0.94,-121.75,-16.39,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0149,nellie_juan,2021-09-27T00:05:00Z,269,2021,4.6,13.6,NA,69,7.6,6.179,455.1567,22.7781,67.42,0.005,0.592077,0.005,0.06,0.015,9.358229,0,0.044445,0.025,0.052133,0.002029,0.012367,12.262861,0.025,0.25,0.637069,0.005,0.686447,1.01612,0.073828,0.64,1.3,0.02,2.91,0.86,-11.09,-0.08,0.01,1.26,1.7,0.02,454,320,426,240,0.02,0.04,0.55,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0149_replicate,nellie_juan,2021-09-27T00:05:00Z,269,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.604183,0,0.05,0.015,9.334552,0,NA,0.025,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0150,forest,2021-09-27T01:48:00Z,269,2021,5,12.5,NA,49.7,7.48,6.235,474.08257,23.7252,52.34,0.005,0.727873,0,0,0.015,1.94984,0,0,0.025,0.025,0.002298,0.032693,10.076067,0.025,0.25,0.376039,0.005,0.785761,1.673339,0.06309,1.98,1.34,0.08,10.02,0.88,-2.16,-0.04,0.02,0.24,0.28,0.08,456,320,435,240,0.08,0.13,0.64,-111.05,-15.16,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0161,precip_wx990,2021-09-27T20:00:00Z,270,2021,7.9,NA,NA,4.7,NA,5.393,5.27763,0.2641,5.47,0,0.713934,0,0.02,0.015,0.202237,0,0.010169,0.025,0.025,0.002222,0,0.025,0,0,0.025,0.005,0.266811,0,0.005,0.25,0.92,0.04,0.19,0.39,3.76,-0.03,-0.01,0.56,0.5,0.02,408,300,421,240,0.01,0.02,0.41,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0161_replicate,precip_wx990,2021-09-27T20:00:00Z,270,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001861,0,0.025,0,0,0.025,0.005,0.277776,0,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0151,glacier_1,2021-09-27T20:06:00Z,270,2021,0.1,NA,NA,97.12,NA,6.382,963.59447,48.2226,114.84,0,0.285077,0.005,0.01,0.015,11.49023,0,0,0.025,0,0.002538,0.005,21.444479,0,0.25,1.106734,0,0.641695,1.147805,0.083904,0.25,1.17,0.03,0.26,0.51,-1.99,-0.04,0.02,0.03,0.02,0,438,315,416,240,0,0,0.63,-127.12,-16.86,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0151_replicate,glacier_1,2021-09-27T20:06:00Z,270,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0158,cabin_stream,2021-09-28T00:02:00Z,270,2021,1.8,NA,NA,60.3,NA,6.245,500.90703,25.0677,59.43,0.005,0.320093,0.005,0.01,0.015,4.438048,0,0,0.025,0.025,0.001875,0.005,11.531163,0,0.25,0.370638,0.005,0.492219,1.270725,0.059238,0.25,1.45,0.05,2.28,0.24,0.67,-0.01,-0.02,0.06,0.88,0.62,400,302.5,400,242.5,0.39,0.09,4.25,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0158_replicate,cabin_stream,2021-09-28T00:02:00Z,270,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0159,precip_tundra,2021-09-28T20:00:00Z,271,2021,NA,NA,NA,NA,NA,5.637,6.466,0.3236,6.42,0.005,0.841505,0.005,0.02,0.015,0.29772,0.005,0.015297,0.025,0.025,0.001928,0,0.025,0,0,0.055416,0.005,0.316236,0,0.005,0.25,1.95,0.03,0.24,0.4,-4.37,-0.06,0.01,0.11,0.18,0.02,410,300,418,240,0.02,0.04,0.55,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0159_replicate,precip_tundra,2021-09-28T20:00:00Z,271,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.835593,0,0.02,0.015,0.308968,0.005,NA,0.025,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0156,nt_groundwater,2021-09-28T21:12:00Z,271,2021,5.8,NA,NA,123,NA,6.412,1003.13043,50.2012,127.29,0,0.439067,0.005,0.01,0.015,14.664275,0,0.003908,0.025,0.025,0.002109,0.005,24.481761,0,0.25,0.455861,0,0.645568,1.325244,0.177953,0.25,1.56,0.01,0.62,0.28,0.89,-0.02,-0.02,0.06,0.17,0.12,400,302.5,400,240,0.08,0.02,4.09,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0155,terminus,2021-09-28T22:03:00Z,271,2021,0.9,NA,NA,62.1,NA,6.138,322.23489,16.1261,61.08,0,0.252688,0.005,0.01,0.015,11.430275,0,0.007529,0.025,0.025,0.0022,0.005,10.535704,0,0.25,0.51820600000000006,0,0.450996,0.378351,0.061425,0.25,1.54,0.02,0.44,0.08,1.34,-0.01,-0.01,0.47,0.64,0.45,400,302.5,400,240,0.28,0.05,5.51,-127.79,-17.44,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0152,tundra,2021-09-28T23:14:00Z,271,2021,0.5,14,NA,36.2,7.51,6.153,293.5759,14.6919,37.61,0.005,0.300499,0.005,0.01,0.015,2.878725,0,0,0.025,0.025,0.002886,0.005,6.676836,0,0,0.17501,0.005,0.473338,0.941848,0.042847,0.52,1.28,0.05,1.75,0.63,0.99,-0.02,-0.02,0.11,0.14,0.08,400,300,420,240,0.06,0.03,1.82,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0152_replicate,tundra,2021-09-28T23:14:00Z,271,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,6.727312,0,0.25,0.174861,0,0.467582,0.949805,0.042721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0157,lake_inlet,2021-09-29T02:16:00Z,271,2021,1.7,NA,NA,48.3,NA,6.239,440.06791,22.023,52.55,0.005,0.329841,0.005,0.01,0.015,3.242646,0,0,0.025,0.025,0.001997,0.005,9.688299,0,0.25,0.194101,0,0.534014,1.545625,0.051875,0.69,1.38,0.08,3.6,0.88,0.86,-0.02,-0.02,0.12,0.14,0.04,444,315,444,240,0.04,0.06,0.64,-116.9,-15.34,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0154,shrub_creek,2021-09-29T19:20:00Z,272,2021,1.7,14,NA,61.4,7.78,6.345,542.06033,27.1272,64.52,0.005,0.325835,0.005,0.05,0.015,4.027758,0,0.036584,0.025,0.063994,0.002521,0.005,12.475663,0,0.25,0.280776,0,0.553684,1.383686,0.06399,0.66,1.44,0.13,5.09,0.1,0.53,-0.01,-0.02,0.94,8.55,6.79,400,300,400,240,3.57,0.67,5.32,-117.75,-14.21,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0154_replicate,shrub_creek,2021-09-29T19:20:00Z,272,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0153,stream_gauge,2021-09-29T19:25:00Z,272,2021,0.6,13.5,NA,68,7.25,6.206,405.49513,20.2928,69.16,0,0.286508,0.005,0.01,0.015,12.08488,0,0.001,0.025,0.025,0.001884,0.005,12.142066,0,0.25,0.467958,0.005,0.436577,0.45045,0.067982,0.25,1.58,0.02,0.73,0.23,0.77,-0.02,-0.02,0.12,0.27,0.19,400,300,401,240,0.12,0.03,4.46,-126.29,-17.08,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0160,precip_stream_gauge,2021-09-29T20:00:00Z,272,2021,6.6,NA,NA,3.3,NA,5.533,5.0885,0.2547,3.78,0,0.435241,0.005,0.01,0.015,0.167424,0,0,0.025,0.025,0.001719,0,0.025,0,0,0.025,0.005,0.154763,0,0.005,0.59,1.56,0.05,0.47,0.47,2.76,-0.03,-0.01,0.18,0.22,0.03,418,300,420,280,0.02,0.02,0.78,-118.49,-15.87,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0162,shrub_creek,2021-10-25T19:00:00Z,298,2021,1.8,13.3,NA,50.7,7.47,6.268,448.9441,22.4672,48.13,0.01501,0.438031,0,0.17,0.015,2.88272,0,0.179385,0.025,0.199038,0.002008,0.011314,9.924613,0,0.25,0.230571,0,0.456162,1.408996,0.052172,1.15,1.38,0.02,8.35,0.96,-18.54,-0.13,0.01,0.09,0.1,0.02,450,327.5,456,240,0.04,0.09,0.4,-126.35,-16.85,-8.92,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0163,stream_gauge,2021-10-25T20:00:00Z,298,2021,1.3,12,NA,72.3,7.7,6.386,537.40648,26.8943,67.03,0.018804,0.341731,0,0.02,0.015,9.291146,0,0.002088,0.025,0,0.002738,0.012183,13.497433,0.025,0.25,0.369378,0.005,0.459847,0.762649,0.074358,0.25,1.37,0.02,2.61,0.89,-14.11,-0.12,0.01,1.86,2.57,0.01,447,315,452,240,0.01,0.03,0.43,-127.97,-17.2,-9.06,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0170,forest,2022-05-04T20:15:00Z,124,2022,1.1,14.1,NA,32.5,6.84,5.871,242.66145,12.1439,34.41,0,1.642342,0,0.07,0.015,1.218814,0,0,0.025,0.025,0.002911,0.056884,5.843962,0.025,0.25,0.270746,0.005,0.695289,1.157992,0.03597,2.61,1.27,0.1,20.72,0.95,0.26,-0.01,-0.06,0.51,0.84,0.04,460,335,458,240,0.06,0.19,0.33,-115.45,-15.82,-8.45,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0170_replicate,forest,2022-05-04T20:15:00Z,124,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0171,nellie_juan,2022-05-04T23:45:00Z,124,2022,1.4,14.8,NA,54,7.3,5.839,416.21622,20.8293,52.37,0,0.757398,0,0.19,0.015,4.752561,0,0.182896,0.025,0.209268,0.001542,0.032776,9.46406,0.025,0.25,0.435679,0.005,0.644679,1.1364,0.052229,1.89,1.3,0.05,10.52,0.94,NA,-0.02,NA,1.59,1.94,0.02,460,330,456,240,0.04,0.1,0.37,-119.66,-16.39,-8.68,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0184,stream_gauge,2022-05-10T21:50:00Z,130,2022,0.4,NA,NA,81.6,7.76,6.02,596.08802,29.831,72.65,0,0.456843,0,0.3,0.015,6.667899,0,0.318546,0.025,0.334677,0.00266,0.005,14.365198,0.025,0.25,0.361199,0,0.578301,0.946456,0.079364,0.7,1.38,0.03,7.73,0.58,1.07,-0.01,-0.01,1.24,1.4,0.27,400,302.5,430,240,0.19,0.09,2.09,-136,-18.26,-9.75,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0185,shrub_creek,2022-05-10T23:00:00Z,130,2022,1,NA,NA,54,7.6,6.056,501.81818,25.1133,59.5,0,0.380417,0,0.58,0.015,3.291294,0,0.608944,0.025,0.644132,0.002648,0.012022,11.89236,0.025,0.25,0.283134,0.005,0.564168,1.361756,0.06426,1.55,1.35,0.05,12.35,0.5,2.16,-0.01,0,0.34,0.91,0.61,400,302.5,405,240,0.44,0.17,2.66,-135.74,-18.35,-9.7,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0186,tundra,2022-05-11T21:00:00Z,131,2022,0.1,NA,NA,49.94,NA,6.072,427.57794,21.3979,48.86,0,0.464491,0,0.04,0.015,3.636882,0,0.012552,0.025,0.025,0.002136,0.005,9.462802,0,0.25,0.23781,0,0.699559,1.410401,0.059568,0.54,1.37,0.01,3.89,0.77,5.82,0.02,0,0.38,0.36,0.04,440,320,460,240,0.03,0.04,0.74,-121.84,-16.27,-8.52,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0187,shrub_creek,2022-06-25T19:45:00Z,176,2022,5.1,NA,98.6,24.7,7.33,5.954,231.27188,11.5739,28.82,0.005,0.368066,0,0.01,0.015,1.868731,0,0,0.025,0.025,5e-4,0.005,4.936259,0.025,0.25,0.151964,0.005,0.314901,0.710446,0.024666,0.95,1.33,0.03,3.1,0.87,0.87,0,0,0.15,0.23,0.02,448,320,440,240,0.01,0.03,0.4,-134.84,-18.2,-9.61,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0188,stream_gauge,2022-06-25T21:10:00Z,176,2022,2.2,13.8,NA,26,7.24,5.846,193.43494,9.6804,27.59,0.005,0.432309,0,0.01,0.015,3.468809,0,0.005954,0.025,0.025,0.004463,0.039704,4.915288,0.025,0.25,0.210144,0.005,0.232398,0.289484,0.025251,0.73,1.26,0.02,1.8,0.54,1.63,-0.02,-0.01,1.61,2.36,0.04,420,315,434,240,0.01,0.02,0.64,-137.25,-18.84,-9.88,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0188_replicate,stream_gauge,2022-06-25T21:10:00Z,176,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041424,4.895957,0.025,0.25,0.213137,0.005,0.22909,0.299086,0.025278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0192,precip_stream_gauge,2022-06-25T21:15:00Z,176,2022,NA,NA,NA,11.1,NA,NA,NA,NA,NA,0.070009,2.141953,0,0.07,0.015,0.70011,0.198653,0.066698,0.0501,0.675763,5e-4,0.005,1.018215,0.025,0.558965,0.103646,0.063821,0.505189,0.025,0.005,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.27,-12.01,-6.26,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0192_replicate,precip_stream_gauge,2022-06-25T21:15:00Z,176,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0189,forest,2022-07-06T18:45:00Z,187,2022,8,12,NA,37.8,7.45,6.035,367.82969,18.4079,38.84,0.005,0.41105,0,0.01,0.015,1.940051,0,0,0.025,0.025,5e-4,0.005,7.18595,0,0.25,0.246629,0.005,0.449521,0.913043,0.043473,0.97,1.28,0.01,2.77,0.87,1.48,-0.01,-0.01,0.11,0.17,0.01,454,330,452,240,0.01,0.03,0.42,-115.1,-16.26,-7.97,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0190,nellie_juan,2022-07-06T21:00:00Z,187,2022,6,14,NA,34.8,7.29,5.951,255.35925,12.7793,35.65,0.005,0.19945,0,0.01,0.015,4.734862,0,0.007576,0.025,0,0,0.049894,6.36419,0.025,0.25,0.357593,0.005,0.352004,0.565551,0.038535,0.63,1.25,0.02,0.81,0.72,0.35,-0.02,-0.06,1.63,2.31,0.01,441,305,426,240,0,0.01,0.5,-125.72,-17.52,-8.8,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
