SampleID,Site,Datetime,doy,yearS,Temperature,DO_mgl,DO_perctsat,SpC_field,pH_field,pH_lab,ANC_H,ANC_CACO3,SpC_lab,Fl,Chloride,Br,Nitrate,Phosphate_P,Sulfate,Ammonium_N,Nitrate_plus_Nitrite_N,TP,TN,P_PO4,Al,Ca,Fe,K,Mg,Mn,Na,Si,Sr,DOC,FInew,Abs254,FDOM_lab,HIX,SlopeRatio,pnum,pdenom,Fmax370,MaxFluor313,T280,FAem,FAex,HAem,HAex,Beta1,Alpha,Freshness_Index,d2H,d18O,d17O,F_Modern,Fm_Err,Age,Age_Err,d13C,d13C_Source,D14C,DOC_Conc,Fluoresence_Index,Peak_370,TDS,Turbidity,As,Ba,Cr,Cu,Mo,Ni,Pb,Sb,Se,V,Zn
WG0190_replicate,nellie_juan,2022-07-06T21:00:00Z,187,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0191,tundra,2022-07-06T21:55:00Z,187,2022,6.8,NA,NA,13.84,NA,5.79,128.94891,6.4532,15.97,0.005,0.081526,0,0.01,0.015,1.060172,0,0,0.025,0,0,0.005,2.640725,0,0.25,0.081776,0.005,0.181387,0.41926,0.017248,0.72,1.17,0.02,1.07,0.74,-0.02,0,0,0.29,0.38,0.01,453,325,430,240,0.01,0.01,0.41,-129.84,-17.79,-9.35,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0191_replicate,tundra,2022-07-06T21:55:00Z,187,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.103633,0,0.01,0.015,1.076615,NA,NA,0.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0194,forest,2022-08-04T19:00:00Z,216,2022,10.4,10.6,NA,58.4,7,6.13,561.5,28.1,50.5,0.005,0.340118,0,0,0.015,2.443306,0,0,0.025,0.025,0.001421,0.016598,11.448505,0.025,0.25,0.42289,0,0.923038,0.723264,0.071963,0.91,1.43,0.01,6.12,0.93,37.74,0.11,0,0.42,0.41,0.02,458,340,452,240,0.02,0.06,0.39,-108.62,-14.68,-8.03,1.023,0.0022,>Modern,NA,-28.59,Measured,14.13,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0193,nellie_juan,2022-08-04T21:22:00Z,216,2022,6.5,13.7,NA,33,7.1,6.226,242.93715,12.1577,33.19,0,0.142505,0.005,0.01,0.015,4.369203,0,0.001,0.025,0,5e-4,0.030459,6.625643,0.025,0.25,0.400169,0.005,0.44531,0.409194,0.037931,0.25,1.37,-0.05,0.87,0.44,9.67,0.01,0,1.99,2.66,0.05,402,300,440,240,0.01,0.01,0.89,-120.56,-16.15,-8.8,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0193_replicate,nellie_juan,2022-08-04T21:22:00Z,216,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035712,7.132781,0.025,0.25,0.413404,0.005,0.450076,0.409974,0.037657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0196,precip_wx990,2022-08-05T20:00:00Z,217,2022,14.5,NA,NA,3.9,NA,5.334,6.6217,0.3314,4.39,0,0.128199,0,0.07,0.015,0.264692,0,0.070762,0.025,0.118009,0,0,0.420179,0.025,0.25,0.025,0.005,0.05,0.025,0.005,0.83,2.17,-0.02,1.68,0.41,-7.1,0.01,0,1.33,1.4,0.03,410,300,422,240,0.02,0.04,0.44,-105.18,-13.77,-7.61,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0195,tundra,2022-08-05T22:00:00Z,217,2022,10.7,10.2,NA,19.8,7.06,5.902,169.62182,8.4886,18.44,0,0.086253,0,0,0.015,1.474204,0,0,0.025,0,5e-4,0.005,4.268075,0.025,0.25,0.119691,0.005,0.383481,0.536131,0.026022,0.25,1.76,0.01,2.69,0.87,-1.19,0,0,0.16,0.14,0.01,451,347.5,446,240,0.01,0.02,0.45,-115.88,-14.91,-8.09,0.943,0.0024,470,20,-26.92,Measured,-65.18,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0195_replicate,tundra,2022-08-05T22:00:00Z,217,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0197,glacier_2,2022-08-06T19:45:00Z,218,2022,NA,NA,NA,NA,NA,5.846,185.86355,9.3015,19.46,0,0.037827,0,0,0.015,1.663177,0,0,0.025,0,0.001236,0.005,4.638686,0.025,0.25,0.126717,0.005,0.209825,0.333655,0.019614,0.25,2.52,-0.07,0.64,0.72,39.92,0.01,0,1.23,1.54,0.01,456,350,400,240,0,0,0.35,-123.45,-16.48,-8.8,0.8437,0.0041,1370,40,-24.82,Measured,-163.62,8.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0198,terminus,2022-08-06T19:47:00Z,218,2022,NA,NA,NA,NA,NA,6.004,331.80976,16.6053,41.78,0.015542,0.413565,0,0,0.015,6.503124,0,0,0.025,0.025,5e-4,0.005,10.77249,0.025,0.25,0.274784,0.005,0.756163,0.346369,0.090282,0.25,1.72,-0.01,0.47,0.55,-55.26,0.01,0,1.91,2.71,0.01,426,315,440,240,0,0.01,0.63,-116.47,-15.43,-8.08,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0202,deep_gw_1,2022-08-06T20:10:00Z,218,2022,10.2,NA,NA,136.8,NA,6.33,1022.70795,51.1809,120.28,0.038942,1.118299,0,0,0.015,17.115015,0,0,0.025,0,5e-4,0.005,32.134037,0,0.25,0.64818,0,2.629685,1.198872,0.294026,0.57,1.7,-0.03,1.75,0.8,-2.97,0,0,0.15,0.19,0.02,416,315,440,240,0.01,0.02,0.59,-105.93,-13.93,-7.32,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0202_replciate,deep_gw_1,2022-08-06T20:10:00Z,218,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044286,1.116802,0,0,0.015,17.139347,NA,NA,NA,NA,NA,0.005,31.703029,0,0.25,0.637627,0,2.572206,1.185054,0.294101,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0203,deep_gw_2,2022-08-06T20:25:00Z,218,2022,10.6,NA,NA,154.7,NA,6.432,1231.39605,61.6246,139.97,0.025493,0.106249,0,0,0.015,18.508799,0,0.004199,0.025,0,5e-4,0,40.130314,0.025,0.25,0.85331,0.005,1.648437,1.490697,0.269949,0.25,1.6,-0.03,1.26,0.86,50.62,0.01,0,0.17,0.18,0.01,432,320,400,240,0.01,0.01,0.52,-109.47,-14.51,-7.64,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0204,deep_gw_3,2022-08-06T20:45:00Z,218,2022,8.4,NA,NA,99,NA,6.272,859.31198,43.0039,90.49,0.017201,0.109921,0,0,0.015,7.936637,0,0,0.025,0,5e-4,0,24.006322,0,0.25,0.470427,0.005,0.797078,1.221026,0.135964,0.52,1.54,0.02,2.7,0.96,4.54,-0.02,0,0.15,0.19,0.01,444,330,426,240,0.01,0.03,0.55,-106.09,-14.12,-7.7,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0201,lake_outlet,2022-08-06T23:15:00Z,218,2022,13,NA,NA,32.4,NA,6.054,290.55923,14.5409,28.75,0.013339,0.103408,0,0,0.015,1.653043,0,0,0.025,0.025,0,0.01555,8.310788,0.025,0.25,0.205515,0.005,0.806738,0.995109,0.045598,0.75,1.28,0.01,3.83,0.88,-4.36,-0.02,0,0.42,0.52,0.03,442,320,424,240,0.02,0.05,0.49,-127.26,-16.93,-8.8,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0201_replicate,lake_outlet,2022-08-06T23:15:00Z,218,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0199,lake_inlet,2022-08-06T23:30:00Z,218,2022,11.1,NA,NA,50.9,NA,6.113,462.20037,23.1306,43.61,0.010585,0.144554,0,0,0.015,2.670099,0,0,0.025,0.025,5e-4,0.005,13.777624,0.025,0.25,0.276582,0.005,1.02013,1.489033,0.065412,0.75,1.5,0,5.59,0.95,20.45,0.04,0,0.1,0.14,0.01,455,340,452,240,0.02,0.05,0.43,-117.09,-15.43,-7.96,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0200,cabin_stream,2022-08-07T04:10:00Z,218,2022,NA,NA,NA,NA,NA,6.143,474.84812,23.7636,47.14,0,0.08092,0,0,0.015,0,0,0,0.025,0,5e-4,0,15.013625,0.025,0.25,0.479351,0,0.928469,1.160555,0.065628,0.25,1.49,-0.02,3.36,0.96,34,0.01,0,0.06,0.1,0.01,458,342.5,440,240,0.01,0.03,0.44,-127.68,-16.98,-8.81,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0200_replicate,cabin_stream,2022-08-07T04:10:00Z,218,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0207,precip_stream_gauge,2022-09-02T20:00:00Z,245,2022,11.4,NA,NA,2.3,NA,5.421,12.8,0.6406,3.65,0.011165,0.114573,0,0.01,0.015,0.165134,0,0.007628,0.025,0.025,5e-4,0.005,0.296404,0.025,0.25,0.025,0.005,0.05,0.025,0.005,0.25,2.76,0.01,1.4,0.5,-17.4,0.1,-0.01,0.22,0.25,0.02,422,300,410,240,0.01,0.02,0.47,-98.31,-13.19,-7.24,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0205,shrub_creek,2022-09-02T21:00:00Z,245,2022,8.8,NA,98.8,52.3,6.37,6.604,482.49221,24.1461,48.63,0.020299,0.091588,0,0.04,0.015,2.924782,0,0.040514,0.025,0.069541,5e-4,0,12.763372,0.025,0.25,0.294816,0.005,0.692233,1.195295,0.059112,1,1.43,0.03,8.28,0.96,0.98,-0.03,-0.03,0.11,0.1,0.01,454,335,456,240,0.03,0.08,0.42,-115.51,-15.61,-8.6,1.0275,0.0022,>Modern,NA,-28.93,Measured,18.56,77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0205_replicate,shrub_creek,2022-09-02T21:00:00Z,245,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040414,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0206,stream_gauge,2022-09-02T22:00:00Z,245,2022,1.6,14.2,NA,25.8,7,5.772,169.44099,8.4796,23.08,0.010655,0.061208,0,0.01,0.015,3.419824,0,0,0.025,0.025,0.002994,0.071951,5.220944,0.051812,0.25,0.24618,0.005,0.201273,0.279125,0.025066,0.25,1.17,0.01,3.01,0.51,20.29,0.08,0,14.25,54.85,0.06,412,300,402,240,0.03,0.03,0.93,-119.6,-15.01,-8.14,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0208,nellie_juan,2022-09-03T01:00:00Z,245,2022,7.2,NA,NA,41.6,NA,5.836,279.9752,14.0112,36.49,0.005,0.14322,0,0.01,0.015,5.773655,0,0.007936,0.025,0.025,5e-4,0.037132,8.622358,0.025,0.25,0.518477,0.005,0.553456,0.511144,0.047854,0.25,1.87,0.01,2.04,0.77,-17.4,0.1,-0.01,3.73,5.23,0.01,454,345,430,240,0.01,0.02,0.45,-118.72,-16.19,-8.49,0.9557,0.0032,365,25,-28.7,Measured,-52.58,15.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0209,forest,2022-09-03T02:00:00Z,245,2022,10.2,11.2,NA,46,NA,6.043,436.68342,21.8536,40.34,0.019172,0.401563,0,0,0.015,1.536169,0,0,0.025,0.025,0.001573,0.056382,10.475389,0.025,0.25,0.409101,0.005,1.034804,1.501189,0.061781,2.22,1.26,-0.03,12.32,0.96,15.78,0.02,0,0.12,0.14,0.02,456,325,456,240,0.04,0.13,0.34,-101.23,-13.93,-7.43,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0215,precip_tundra,2022-09-03T20:00:00Z,246,2022,10.4,NA,NA,3.3,NA,6.168,19.39954,0.9708,5.08,0,0.111827,0,0.02,0.015,0.227674,0,0.021118,0.025,0.025,0.002672,0.005,0.367304,0.025,0.25,0.025,0.005,0.05,0.025,0.005,0.54,2.72,-0.09,1.1,0.6,-12.89,0.01,0,0.03,0.03,0.01,412,300,409,240,0.02,0.03,0.51,-101.87,-13.69,-7.12,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0215_replicate,precip_tundra,2022-09-03T20:00:00Z,246,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020986,NA,NA,5e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0210,terminus,2022-09-03T20:30:00Z,246,2022,0.9,NA,NA,12.9,NA,6.02,502.10657,25.1277,56.46,0.014147,0.456136,0,0,0.015,7.452635,0,0,0.025,0,5e-4,0.005,17.743249,0.025,0.25,0.433359,0.005,1.143587,0.755773,0.133461,0.25,1.55,-0.02,1.18,0.67,-14.93,0.01,0,3.09,4.14,0.01,432,315,440,240,0.01,0.01,0.57,-118.02,-15.89,-8.64,0.8527,0.0027,1280,25,-29.16,Measured,-154.7,16.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0210_replicate,terminus,2022-09-03T20:30:00Z,246,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0211,deep_gw_1,2022-09-03T20:45:00Z,246,2022,8.9,NA,NA,103.4,NA,6.178,830.71161,41.5726,88.9,0.047751,0.914768,0,0,0.015,9.841537,0,0,0.025,0,5e-4,0.005,25.27326,0.025,0.25,0.498817,0.005,2.038552,1.096818,0.20449,0.25,1.54,-0.05,1.61,0.69,-67.08,0.01,0,0.22,0.29,0.02,449,335,452,240,0.01,0.02,0.78,-111.27,-14.79,-8.01,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0211_replicate,deep_gw_1,2022-09-03T20:45:00Z,246,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,0,NA,0.005,25.414841,0.025,0.25,0.502095,0,2.029199,1.105147,0.206052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0212,deep_gw_2,2022-09-03T21:02:00Z,246,2022,9.3,NA,NA,108.8,NA,6.195,957.3201,47.9086,94.07,0.019336,0.120495,0,0,0.015,8.791562,0,0,0.025,0,5e-4,0.005,28.021947,0.025,0.25,0.601625,0.005,1.133218,1.391893,0.177686,0.25,1.44,-0.05,1.96,0.97,-2.23,0,0,0.17,0.2,0.01,442,320,416,240,0.01,0.02,0.6,-107.81,-14.18,-7.57,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0213,deep_gw_3,2022-09-03T21:30:00Z,246,2022,7.5,NA,NA,76.8,NA,6.147,685.92502,34.3268,67.77,0.018195,0.119522,0,0,0.015,5.483665,0,0,0.025,0,0.001844,0,20.025488,0,0.25,0.375116,0.005,0.734441,1.161804,0.106456,0.25,1.73,-0.05,2.87,0.93,-5.51,0.01,0,0.17,0.26,0.01,452,350,446,240,0.01,0.02,0.53,-111.01,-14.66,-7.69,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0214,tundra,2022-09-03T22:10:00Z,246,2022,9.2,10.6,NA,30.4,7.36,5.994,265.1497,13.2693,28.37,0.010216,0.110027,0,0,0.015,1.958585,0,0,0.025,0.025,0.016967,0.005,7.242737,0.025,0.25,0.179381,0.005,0.596041,0.804347,0.040332,0.5,1.28,-0.03,2.89,0.91,-1.84,0.01,-0.01,0.06,0.07,0.01,442,320,454,240,0.02,0.03,0.48,-110.49,-15.01,-7.78,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0214_replicate,tundra,2022-09-03T22:10:00Z,246,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.111422,0,0,0.015,1.98802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0216,glacier_2,2022-09-04T00:50:00Z,246,2022,1.9,NA,NA,31.9,NA,5.951,249.64871,12.4936,28.58,0.005,0.053097,0,0,0.015,2.58876,0,0,0.025,0,0.001143,0.017572,6.644333,0.025,0.25,0.184222,0.005,0.277679,0.394782,0.026096,0.25,1.36,-0.07,0.44,0.59,0.05,0,0,2.13,2.46,0,420,300,436,240,0,0.01,0.51,-125.57,-17,-8.9,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0218,precip_wx990,2022-09-04T20:00:00Z,247,2022,11.1,NA,NA,4.1,NA,5.469,21.83508,1.0927,4.99,0.005,0.117597,0,0.03,0.06,0.230601,0.139209,0.022635,0.062147,0.371101,0.041542,0.005,0.285497,0.025,0.25,0.025,0.005,0.05,0.025,0.005,0.52,2.46,-0.03,9.98,0.64,-9.41,0.01,0,0.17,0.21,0.02,412,340,410,280,0.03,0.08,0.33,-113.7,-15.08,-7.88,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0217,cabin_stream,2022-09-05T02:00:00Z,247,2022,9.7,NA,NA,58.5,NA,6.062,500.23697,25.0341,53.63,0.030918,0.272776,0,0,0.015,4.899357,0.012275,0,0.025,0.07831,0.003951,0.005,13.774765,0.025,0.25,0.440016,0.005,0.781754,1.114686,0.060724,0.25,1.44,-0.05,3.22,0.96,130.62,0.01,0,0.06,0.07,0.01,458,335,458,240,0.01,0.03,0.45,-119.23,-15.42,-8.05,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0223,cabin_stream,2022-09-05T15:00:00Z,248,2022,5.6,11.5,91.6,59.7,7.76,6.116,525.67409,26.3071,55.86,0.031847,0.159439,0,0,0.015,0,0,0,0.025,0,0,0,10.852747,0,0.25,0.360142,0,0.609571,1.416404,0.063815,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.66,-16,-8.44,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0224,cabin_stream,2022-09-05T18:00:00Z,248,2022,6.9,11.2,92.1,58.9,7.8,6.175,516.64726,25.8554,55.91,0.01848,0,0,0,0.015,4.438986,0,0,0.025,0,0.001431,0,11.465635,0,0.25,0.375143,0,0.650248,1.318593,0.070691,0.5,1.45,-0.04,3.33,0.97,-341.9,0.01,0,0.06,0.07,0.01,456,335,444,240,0.01,0.03,0.46,-120.3,-15.94,-8.38,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0224_replicate,cabin_stream,2022-09-05T18:00:00Z,248,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023484,0.148512,0,0,0.015,4.387567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0225,cabin_stream,2022-09-05T21:00:00Z,248,2022,9.4,10.5,92,58.4,7.84,6.751,514.18685,25.7322,57.45,0.025363,0.153673,0,0,0.015,4.407837,0,0,0.025,0,5e-4,0.005,10.660331,0,0.25,0.339101,0,0.601014,1.434656,0.066552,0.25,1.45,-0.02,3.38,0.92,-29.26,0.02,0,0.07,0.08,0.01,460,330,444,240,0.01,0.03,0.46,-120.2,-15.93,-8.45,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0225_replicate,cabin_stream,2022-09-05T21:00:00Z,248,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0226,cabin_stream,2022-09-06T00:00:00Z,248,2022,10.2,10.4,92.1,58.4,7.85,6.146,510.17544,25.5315,55.55,0.022263,0.165336,0,0,0.015,4.392291,0,0,0.025,0,5e-4,0.005,10.870779,0,0.25,0.345231,0,0.634203,1.439219,0.070661,0.25,1.3,-0.01,3.55,0.96,0,0.03,0,0.06,0.07,0.01,442,325,440,240,0.01,0.03,0.43,-121.12,-16.1,-8.47,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0219,shallow_gw_1,2022-09-06T01:18:00Z,248,2022,6,NA,NA,42.1,NA,5.993,372.66937,18.6501,38.76,0.026162,0.16503,0,0,0.015,2.547359,0,0,0.025,0.025,0.001194,0.005,9.168625,0.025,0.25,0.317795,0.005,0.918613,1.899801,0.046388,0.68,1.64,-0.05,4.31,0.96,-10.77,0.01,0,0.06,0.04,0.01,451,335,446,240,0.02,0.04,0.48,-110.67,-14.72,-7.68,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0221,lake_outlet,2022-09-06T02:12:00Z,248,2022,11.6,NA,NA,35.4,NA,6.028,362.76347,18.1543,36.71,0.02303,0.147918,0,0.01,0.015,1.943046,0,0,0.025,0.025,5e-4,0.012698,7.094764,0.025,0.25,0.169343,0.005,0.556511,1.383576,0.053508,1.07,1.33,-0.08,5.66,0.95,-19.25,0.01,0,0.17,0.19,0.02,450,330,446,240,0.03,0.06,0.43,-114.29,-15.11,-7.97,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0221_replicate,lake_outlet,2022-09-06T02:12:00Z,248,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
